netst,stla,stlo,geometry,index_right,NA_L3CODE,NA_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,NA_L3KEY,NA_L2KEY,NA_L1KEY,Shape_Leng,Shape_Area
CC.PALM,45.358574,-121.705536,POINT (-121.705536 45.358574),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.PANH,46.859032,-121.642593,POINT (-121.642593 46.859032),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.PARA,46.786442,-121.742149,POINT (-121.742149 46.786442),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.PR01,46.91011,-122.037567,POINT (-122.037567 46.91011),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.PR02,46.918304,-122.048637,POINT (-122.048637 46.918304),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.PR03,46.903435,-122.032692,POINT (-122.032692 46.903435),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.PR04,46.929749,-121.988525,POINT (-121.988525 46.929749),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.PR05,46.841724,-121.94886,POINT (-121.94886 46.841724),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.PRLK,44.209751,-121.962639,POINT (-121.962639 44.209751),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.REM,46.200199,-122.185501,POINT (-122.185501 46.200199),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.RUSH,46.903061,-121.944389,POINT (-121.944389 46.903061),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.SEP,46.19978,-122.190857,POINT (-122.190857 46.19978),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.SHRK,45.464317,-121.52877,POINT (-121.52877 45.464317),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.SIFT,46.866871,-121.953201,POINT (-121.953201 46.866871),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.STD,46.237492,-122.224213,POINT (-122.224213 46.237492),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.SUG,46.215549,-122.176262,POINT (-122.176262 46.215549),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.SWF2,46.178349,-122.216766,POINT (-122.216766 46.178349),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.SWNB,43.672741,-121.355347,POINT (-121.355347 43.672741),2545,6.2.8,Eastern Cascades Slopes and Foothills,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.8  Eastern Cascades Slopes and Foothills,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2794959.13771,56079036225.5
CC.TIMB,45.33572,-121.710358,POINT (-121.710358 45.33572),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.TMBU,43.601891,-121.144508,POINT (-121.144508 43.601891),2545,6.2.8,Eastern Cascades Slopes and Foothills,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.8  Eastern Cascades Slopes and Foothills,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2794959.13771,56079036225.5
CC.UNFR,46.27261,-122.292099,POINT (-122.292099 46.27261),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.VOIT,46.966331,-121.983398,POINT (-121.983398 46.966331),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.WIZ,42.934181,-122.149208,POINT (-122.149208 42.934181),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
CC.YOCR,45.379177,-121.743538,POINT (-121.743538 45.379177),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
TA.P29M,59.630402,-137.738098,POINT (-137.738098 59.630402),1109,6.1.4,Wrangell and St. Elias Mountains,6.1,BOREAL CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.1.4  Wrangell and St. Elias Mountains,6.1  BOREAL CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,1484127.25097,52952680423.4
TA.R31K,58.4133,-135.739807,POINT (-135.739807 58.4133),1366,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,345174.57715,3231050688.67
TA.S34M,57.9128,-131.131195,POINT (-131.131195 57.9128),1111,6.1.6,Yukon-Stikine Highlands/Boreal Mountains and Plateaus,6.1,BOREAL CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.1.6  Yukon-Stikine Highlands/Boreal Mountains and Plateaus,6.1  BOREAL CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,3258995.30337,168515095640.0
TA.T33K,56.8144,-132.952393,POINT (-132.952393 56.8144),1333,7.1.5,Coastal Western Hemlock-Sitka Spruce Forests,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.5  Coastal Western Hemlock-Sitka Spruce Forests,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,121968.903605,553443533.882
TA.T35M,56.981098,-130.249603,POINT (-130.249603 56.981098),1112,6.2.1,Skeena-Omineca-Central Canadian Rocky Mountains,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.1  Skeena-Omineca-Central Canadian Rocky Mountains,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2883802.78094,139420087912.0
TA.U35K,55.915401,-130.025696,POINT (-130.025696 55.915401),1208,7.1.4,Pacific Coastal Mountains,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.4  Pacific Coastal Mountains,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,6112279.64362,131436024875.0
UO.ALSE,44.381817,-123.590424,POINT (-123.590424 44.381817),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UO.BEER,44.107738,-123.847252,POINT (-123.847252 44.107738),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UO.CAVE,42.120869,-123.570709,POINT (-123.570709 42.120869),1130,6.2.11,Klamath Mountains,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.11  Klamath Mountains,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,1653931.27867,48474603630.7
UO.CHIL,42.624561,-121.753639,POINT (-121.753639 42.624561),2545,6.2.8,Eastern Cascades Slopes and Foothills,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.8  Eastern Cascades Slopes and Foothills,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2794959.13771,56079036225.5
UO.DBO,43.118721,-123.244423,POINT (-123.244423 43.118721),1130,6.2.11,Klamath Mountains,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.11  Klamath Mountains,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,1653931.27867,48474603630.7
UO.DFAZ,43.240601,-122.109299,POINT (-122.109299 43.240601),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
UO.HBUG,42.640789,-124.379433,POINT (-124.379433 42.640789),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UO.JESE,45.242199,-121.316704,POINT (-121.316704 45.242199),2545,6.2.8,Eastern Cascades Slopes and Foothills,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.8  Eastern Cascades Slopes and Foothills,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2794959.13771,56079036225.5
UO.KEB,42.872353,-124.33419,POINT (-124.33419 42.872353),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UO.KUHN,45.78521,-122.89579,POINT (-122.89579 45.78521),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UO.LAIR,43.161499,-123.931396,POINT (-123.931396 43.161499),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UO.MARQ,45.065918,-122.668533,POINT (-122.668533 45.065918),1516,7.1.9,Willamette Valley,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.9  Willamette Valley,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,1128580.42889,14851953389.1
UO.MINN,45.211498,-123.264099,POINT (-123.264099 45.211498),1516,7.1.9,Willamette Valley,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.9  Willamette Valley,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,1128580.42889,14851953389.1
UO.MONKS,45.994202,-123.003616,POINT (-123.003616 45.994202),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UO.NATH,43.794102,-122.411346,POINT (-122.411346 43.794102),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
UO.NBFR,45.726151,-123.853233,POINT (-123.853233 45.726151),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UO.RAIN,46.082859,-123.010818,POINT (-123.010818 46.082859),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UO.SISQ,42.275352,-123.632324,POINT (-123.632324 42.275352),1130,6.2.11,Klamath Mountains,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.11  Klamath Mountains,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,1653931.27867,48474603630.7
UO.TRIPT,45.629532,-123.643761,POINT (-123.643761 45.629532),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UO.UCHR,44.834572,-123.870911,POINT (-123.870911 44.834572),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UO.VERN,45.8531,-123.24752,POINT (-123.24752 45.8531),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UO.VITI,44.28157,-123.318085,POINT (-123.318085 44.28157),1516,7.1.9,Willamette Valley,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.9  Willamette Valley,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,1128580.42889,14851953389.1
UO.WLOO,44.523418,-122.737694,POINT (-122.737694 44.523418),1516,7.1.9,Willamette Valley,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.9  Willamette Valley,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,1128580.42889,14851953389.1
UW.ANGUS,47.100842,-123.492767,POINT (-123.492767 47.100842),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.ARTIC,46.80521,-123.758667,POINT (-123.758667 46.80521),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.BERY,48.264099,-122.096001,POINT (-122.096001 48.264099),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.BES3,47.642021,-122.525337,POINT (-122.525337 47.642021),1444,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,65449.1321241,75521807.6166
UW.BHAM,48.787239,-122.417519,POINT (-122.417519 48.787239),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.BICK,46.040115,-120.339447,POINT (-120.339447 46.040115),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.BOIS,46.550541,-123.13018,POINT (-123.13018 46.550541),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.BRAN,45.9734,-117.227699,POINT (-117.227699 45.9734),1147,6.2.9,Blue Mountains,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.9  Blue Mountains,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2071150.30246,70756834089.5
UW.BST01,47.681702,-122.391701,POINT (-122.391701 47.681702),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.BST02,47.670132,-122.304939,POINT (-122.304939 47.670132),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.BST03,47.715389,-122.3619,POINT (-122.3619 47.715389),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.BST04,47.70089,-122.29483,POINT (-122.29483 47.70089),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.BST05,47.682049,-122.327637,POINT (-122.327637 47.682049),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.BST07,47.665379,-122.348801,POINT (-122.348801 47.665379),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.BST08,47.680519,-122.365562,POINT (-122.365562 47.680519),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.BST09,47.653999,-122.30899,POINT (-122.30899 47.653999),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.BST10,47.67498,-122.306931,POINT (-122.306931 47.67498),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.BST11,47.641972,-122.328827,POINT (-122.328827 47.641972),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.BST12,47.640751,-122.374001,POINT (-122.374001 47.640751),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.BST15,47.576012,-122.225441,POINT (-122.225441 47.576012),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.BST17,47.49527,-122.471626,POINT (-122.471626 47.49527),1442,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,79729.0177706,96565564.9755
UW.BST18,47.49258,-122.313057,POINT (-122.313057 47.49258),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.BST19,47.62059,-122.908989,POINT (-122.908989 47.62059),1445,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,977895.561731,2761220048.45
UW.BST22,47.42738,-122.884773,POINT (-122.884773 47.42738),1445,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,977895.561731,2761220048.45
UW.BST23,47.49984,-123.068977,POINT (-123.068977 47.49984),1445,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,977895.561731,2761220048.45
