netst,stla,stlo,geometry,index_right,NA_L3CODE,NA_L3NAME,NA_L2CODE,NA_L2NAME,NA_L1CODE,NA_L1NAME,NA_L3KEY,NA_L2KEY,NA_L1KEY,Shape_Leng,Shape_Area
UW.BST29,47.707245,-122.223015,POINT (-122.223015 47.707245),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.CBS,47.804691,-120.042847,POINT (-120.042847 47.804691),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.CCRK,46.558498,-119.854797,POINT (-119.854797 46.558498),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.CHIMA,48.010509,-122.780579,POINT (-122.780579 48.010509),1449,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,475955.425935,1411879120.92
UW.CORE,46.925701,-123.913597,POINT (-123.913597 46.925701),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.COWL,46.48204,-122.664612,POINT (-122.664612 46.48204),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.COWS,47.6656,-121.930748,POINT (-121.930748 47.6656),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.CVILL,48.55452,-117.873154,POINT (-117.873154 48.55452),1141,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.3  Columbia Mountains/Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,4035441.6383,178711089415.0
UW.DEAL,46.741001,-123.558861,POINT (-123.558861 46.741001),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.DOSE,47.717201,-122.971802,POINT (-122.971802 47.717201),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.DOTY,46.704639,-123.369232,POINT (-123.369232 46.704639),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.DY2,47.985031,-119.772499,POINT (-119.772499 47.985031),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.EDM,46.19717,-122.151207,POINT (-122.151207 46.19717),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
UW.EPH2,47.370659,-119.611687,POINT (-119.611687 47.370659),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.ETW,47.604549,-120.332359,POINT (-120.332359 47.604549),1145,6.2.5,North Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.5  North Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,1359680.28228,35164052009.7
UW.FISH,45.930599,-123.559097,POINT (-123.559097 45.930599),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.FISH2,45.927509,-123.499367,POINT (-123.499367 45.927509),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.FMW,46.941914,-121.671463,POINT (-121.671463 46.941914),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
UW.FORK,47.947498,-124.5662,POINT (-124.5662 47.947498),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.GBB,46.608688,-119.628983,POINT (-119.628983 46.608688),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.GOBBL,48.67466,-118.730194,POINT (-118.730194 48.67466),1141,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.3  Columbia Mountains/Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,4035441.6383,178711089415.0
UW.GUEM,48.546669,-122.630142,POINT (-122.630142 48.546669),1455,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,23576.0069162,21460930.9284
UW.H2O,46.39555,-119.42411,POINT (-119.42411 46.39555),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.HANS,47.90736,-122.569412,POINT (-122.569412 47.90736),1445,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,977895.561731,2761220048.45
UW.HERD,47.22757,-123.653099,POINT (-123.653099 47.22757),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.HOQUI,47.08075,-123.956596,POINT (-123.956596 47.08075),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.HSR,46.174171,-122.180603,POINT (-122.180603 46.174171),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
UW.INGAL,46.720871,-123.181992,POINT (-123.181992 46.720871),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.IRON,43.358002,-118.474297,POINT (-118.474297 43.358002),61,10.1.3,Northern Basin and Range,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.3  Northern Basin and Range,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,4208600.93886,141987909484.0
UW.JEDS,43.751572,-124.049049,POINT (-124.049049 43.751572),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.KREP,45.885201,-121.459702,POINT (-121.459702 45.885201),2545,6.2.8,Eastern Cascades Slopes and Foothills,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.8  Eastern Cascades Slopes and Foothills,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2794959.13771,56079036225.5
UW.LBRT,47.38237,-117.324921,POINT (-117.324921 47.38237),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.LIGO,46.461704,-119.417686,POINT (-119.417686 46.461704),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.LOKMT,47.149632,-120.789398,POINT (-120.789398 47.149632),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.LRIV,48.057499,-123.503998,POINT (-123.503998 48.057499),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.LTY,47.254509,-120.666359,POINT (-120.666359 47.254509),1145,6.2.5,North Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.5  North Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,1359680.28228,35164052009.7
UW.LUMI,48.7201,-122.706299,POINT (-122.706299 48.7201),1468,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,34637.8826101,23390062.0636
UW.MANO,46.951103,-120.724693,POINT (-120.724693 46.951103),2545,6.2.8,Eastern Cascades Slopes and Foothills,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.8  Eastern Cascades Slopes and Foothills,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2794959.13771,56079036225.5
UW.MDW,46.613022,-119.762154,POINT (-119.762154 46.613022),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.MONTE,47.024109,-123.575111,POINT (-123.575111 47.024109),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.MOODY,47.208931,-124.014183,POINT (-124.014183 47.208931),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.MORSE,47.689011,-122.514481,POINT (-122.514481 47.689011),1444,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,65449.1321241,75521807.6166
UW.MOX,46.577179,-120.299339,POINT (-120.299339 46.577179),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.MULN,48.535439,-122.064407,POINT (-122.064407 48.535439),1145,6.2.5,North Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.5  North Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,1359680.28228,35164052009.7
UW.NATEM,48.105869,-122.81852,POINT (-122.81852 48.105869),1449,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,475955.425935,1411879120.92
UW.NEL,48.078018,-120.339508,POINT (-120.339508 48.078018),1145,6.2.5,North Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.5  North Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,1359680.28228,35164052009.7
UW.NEMA,46.49741,-123.749969,POINT (-123.749969 46.49741),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.OLQN,47.513248,-123.812523,POINT (-123.812523 47.513248),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.OSQM,48.043221,-123.131393,POINT (-123.131393 48.043221),1449,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,475955.425935,1411879120.92
UW.OT3,46.668861,-119.234131,POINT (-119.234131 46.668861),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.PHIN,45.8951,-119.927803,POINT (-119.927803 45.8951),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.PRIN,48.21172,-122.630852,POINT (-122.630852 48.21172),1452,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,238936.656657,440766145.047
UW.PRO,46.212521,-119.686813,POINT (-119.686813 46.212521),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.RAD1,47.636131,-122.363335,POINT (-122.363335 47.636131),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.RAD2,47.631645,-122.358353,POINT (-122.358353 47.631645),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.RAD3,47.633865,-122.362602,POINT (-122.362602 47.633865),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.RAD4,47.638039,-122.354973,POINT (-122.354973 47.638039),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.RAD5,47.635693,-122.356667,POINT (-122.356667 47.635693),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.RAD6,47.633671,-122.351166,POINT (-122.351166 47.633671),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.RADR,46.42181,-123.798973,POINT (-123.798973 46.42181),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.RATT,47.425461,-121.802544,POINT (-121.802544 47.425461),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
UW.RCM,46.83564,-121.732979,POINT (-121.732979 46.83564),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
UW.RER,46.818581,-121.842499,POINT (-121.842499 46.818581),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
UW.RVSD,47.964771,-117.356796,POINT (-117.356796 47.964771),1141,6.2.3,Columbia Mountains/Northern Rockies,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.3  Columbia Mountains/Northern Rockies,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,4035441.6383,178711089415.0
UW.SALO,47.95145,-122.3731,POINT (-122.3731 47.95145),1452,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,238936.656657,440766145.047
UW.SEAS2,46.035648,-123.895699,POINT (-123.895699 46.035648),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.SHW,46.193642,-122.234917,POINT (-122.234917 46.193642),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
UW.SLF,47.760578,-120.529457,POINT (-120.529457 47.760578),1145,6.2.5,North Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.5  North Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,1359680.28228,35164052009.7
UW.SNI2,46.464802,-119.655151,POINT (-119.655151 46.464802),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.SSO2,44.841179,-122.483437,POINT (-122.483437 44.841179),2544,6.2.7,Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.7  Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2397516.34339,44747444404.9
UW.TBLMT,47.1731,-120.598267,POINT (-120.598267 47.1731),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.TOLE,46.452694,-122.845398,POINT (-122.845398 46.452694),1492,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.7  Strait of Georgia/Puget Lowland,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,2131725.94873,14361827609.9
UW.TOUCH,46.022839,-118.631187,POINT (-118.631187 46.022839),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.UMAT,45.290401,-118.959503,POINT (-118.959503 45.290401),1147,6.2.9,Blue Mountains,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.9  Blue Mountains,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,2071150.30246,70756834089.5
UW.WA2,46.755192,-119.566811,POINT (-119.566811 46.755192),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.WAT2,47.620239,-120.114433,POINT (-120.114433 47.620239),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.WHGC,46.655991,-123.729866,POINT (-123.729866 46.655991),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.WOLL,47.057301,-118.920998,POINT (-118.920998 47.057301),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
UW.WRW,47.856651,-120.883003,POINT (-120.883003 47.856651),1145,6.2.5,North Cascades,6.2,WESTERN CORDILLERA,6,NORTHWESTERN FORESTED MOUNTAINS,6.2.5  North Cascades,6.2  WESTERN CORDILLERA,6  NORTHWESTERN FORESTED MOUNTAINS,1359680.28228,35164052009.7
UW.WYNO,47.433922,-123.612961,POINT (-123.612961 47.433922),1515,7.1.8,Coast Range,7.1,MARINE WEST COAST FOREST,7,MARINE WEST COAST FOREST,7.1.8  Coast Range,7.1  MARINE WEST COAST FOREST,7  MARINE WEST COAST FOREST,4695300.85742,52253838739.3
UW.YPT,46.048351,-118.963173,POINT (-118.963173 46.048351),60,10.1.2,Columbia Plateau,10.1,COLD DESERTS,10,NORTH AMERICAN DESERTS,10.1.2  Columbia Plateau,10.1  COLD DESERTS,10  NORTH AMERICAN DESERTS,2889543.18764,81830013715.6
